city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Londrina,4113700.0,2020-12-14,51,575377.0,569733.0,False,False,18566,3226.75394,2020-12-14,0.0196,363,273,city,PR,139,7
Londrina,4113700.0,2020-12-15,51,575377.0,569733.0,False,False,18896,3284.10764,2020-12-15,0.0196,371,274,city,PR,330,8
Londrina,4113700.0,2020-12-16,51,575377.0,569733.0,False,False,19435,3377.78535,2020-12-16,0.0194,377,275,city,PR,539,6
Londrina,4113700.0,2020-12-17,51,575377.0,569733.0,False,False,19707,3425.0587,2020-12-17,0.0191,377,276,city,PR,272,0
Londrina,4113700.0,2020-12-18,51,575377.0,569733.0,False,False,19974,3471.46306,2020-12-18,0.0189,377,277,city,PR,267,0
Londrina,4113700.0,2020-12-19,51,575377.0,569733.0,False,False,20290,3526.38357,2020-12-19,0.0186,377,278,city,PR,316,0
Londrina,4113700.0,2020-12-20,52,575377.0,569733.0,False,False,20508,3564.27177,2020-12-20,0.0184,377,279,city,PR,218,0
Londrina,4113700.0,2020-12-21,52,575377.0,569733.0,False,False,20632,3585.82286,2020-12-21,0.0183,377,280,city,PR,124,0
Londrina,4113700.0,2020-12-22,52,575377.0,569733.0,False,False,21198,3684.19315,2020-12-22,0.0178,378,281,city,PR,566,1
Londrina,4113700.0,2020-12-23,52,575377.0,569733.0,False,False,21598,3753.71278,2020-12-23,0.0175,379,282,city,PR,400,1
Londrina,4113700.0,2020-12-24,52,575377.0,569733.0,False,False,21959,3816.45426,2020-12-24,0.0173,379,283,city,PR,361,0
Londrina,4113700.0,2020-12-25,52,575377.0,569733.0,False,False,22140,3847.91189,2020-12-25,0.0171,379,284,city,PR,181,0
Londrina,4113700.0,2020-12-26,52,575377.0,569733.0,False,False,22196,3857.64464,2020-12-26,0.0171,379,285,city,PR,56,0
Londrina,4113700.0,2020-12-27,53,575377.0,569733.0,False,False,22330,3880.93372,2020-12-27,0.017,379,286,city,PR,134,0
Londrina,4113700.0,2020-12-28,53,575377.0,569733.0,True,False,22500,3910.47956,2020-12-28,0.0168,379,287,city,PR,170,0
